,DE,BE,DK,UK,NL,NO
28,55255.98675,10872.3384445911,6446.939688312577,22709.48328390758,14097.934384892578,20660.58548931789
29,61185.43565,11164.6128957575,7241.167717326996,24144.1281678647,14186.272754224838,22067.67874191841
30,67159.90121,12108.4446701684,8018.5077252950905,28854.75470002929,15362.435779894206,23865.739446575142
31,70947.25096,13090.1548037585,8297.049296050891,34207.83381547289,16471.630942567463,24689.48264981858
32,72286.94695,13527.5841931652,8321.98736600309,38496.68407929844,17594.426741514486,25188.925216922966
33,73526.2641,13660.1301646316,8347.972411066154,42232.0156428302,18071.856786477292,25290.55170807786
34,75162.4281,13612.1126877671,8231.707663080282,44325.06330250621,18100.91706049171,25154.039609803564
35,75618.25312,13592.7178910174,8044.528631497007,46108.13075455543,17885.70329799575,24921.326036594073
36,74989.16901,13321.5772003289,7960.829284133824,46932.34406206769,18076.822637793375,24780.14796345867
37,73722.61574,13357.0059701128,7834.856255106178,46353.52123392818,17791.308311014753,24737.033138808787
38,73355.86199,13324.2131996514,7744.305597751005,45553.29504374543,17639.273190609594,24630.366453670526
39,74644.05712,13246.7450142935,7967.50898028512,46846.28932634367,18009.90770032792,24833.423583416006
40,76950.00692,13259.1238117029,8510.71868832989,50410.3004084389,19027.598300090973,24863.49769621895
41,77491.58464,14003.9182254562,8501.737106697059,52018.16722183245,19303.814848264166,24711.47214008221
42,76926.57612,14380.3365051337,8115.06541484127,50405.6539705336,19361.869702795815,24621.259337018917
43,72622.93724,14066.6558509232,7664.193653905793,46980.23407209507,19116.9655238661,24133.282381165245
44,68928.55511,13548.303895739,7254.098690101226,43121.97079251437,18484.51044303003,23517.025416105687
45,66428.34214,13131.3648276537,6812.856418659758,40542.34912988847,17708.550987043345,22605.408289466148
46,62159.20098,13530.5771755624,6400.837398113734,35519.50279033339,16904.37972591829,22152.24493260744
47,57704.06899,13586.5710875943,6114.217591303748,31385.46083362019,16034.793831293173,21297.380429219018
48,56020.46097,12550.0119291806,6672.263051059036,30229.41238215228,15235.48582921933,20920.221563010167
49,55687.56907,11836.6272887478,6631.767649974454,28338.97153830369,14821.712072944569,20654.88464149186
50,55483.05155,11252.2521386633,6652.411072502902,26090.00124316926,14556.374490014896,20277.090809338206
51,55425.78967,10840.820515856,6798.377021916205,23877.82112609227,14348.415659276592,20185.40602807167
52,56602.84998,10702.4889394456,7231.311874075405,22012.76036724081,14173.480725492169,20724.554565079758
53,62500.02767,10996.0384534429,8082.548642202169,23146.76907316199,14292.929862968975,22181.819394283433
54,68496.36874,11944.4390683372,8868.295755937297,27718.14438004277,15556.81798506905,24060.32080052845
55,72318.69525,12929.0159948942,9158.7705579127,33845.46007849726,16700.262715188343,24944.94503218923
56,73687.79982,13367.9175169867,9219.281761705248,39001.98368675686,17837.35622126397,25499.929574453156
57,74932.73507,13501.4429465014,9254.315851320924,43053.4394915547,18324.158846934086,25657.373788576766
58,76386.95469,13456.0530677031,9149.305243685889,45366.08805916717,18367.900083005563,25550.61387089169
59,76980.71261,13440.6266218021,8994.590188425776,47160.67182345244,18160.192794778988,25332.16923920605
60,76305.58909,13169.88596205,8906.806810943359,48015.15724847664,18378.200315703143,25217.43375767259
61,74998.34674,13205.478956713,8768.577005865818,47496.26020372708,18108.375658868554,25204.60817726503
62,74636.76978,13171.6410382516,8692.22998336726,46657.44446525574,17954.709468274305,25149.23233165511
63,75950.57098,13093.3247747486,8970.82058660267,47790.30982510166,18331.01527311554,25418.93803257258
64,78154.68889,13107.7012244571,9444.75005463668,51112.46766114209,19418.527371014126,25490.779953362504
65,78699.42503,13854.5471980081,9360.192373208232,52616.49312989275,19614.049125581412,25360.054971114216
66,78132.15448,14229.3232288942,8946.142084976582,51415.41573012559,19544.88207905087,25278.13621597347
67,73713.19509,13910.8589906658,8477.732515450949,48710.76196860659,19234.583402200475,24779.77824510858
68,70061.00603,13390.0225997717,8027.6729630888785,45575.57013754465,18607.33844713166,24121.05389288059
69,67554.73024,12969.652482904,7539.456671091035,43229.08770755866,17846.572686511616,23128.82402825873
70,63302.56255,13371.0536617401,7104.94060663185,37744.81746264807,17058.83952867916,22593.123703430414
71,58850.80606,13427.90743437,6812.429004195545,32881.2135402584,16183.28117980632,21670.296628705888
72,55274.01353,11832.2157282098,6846.98522890242,31454.28703072619,15308.807590021004,21441.7299709748
73,54939.72337,11104.7988887074,6812.590770445113,30033.63727127824,14928.56155383038,21183.618774887163
74,54734.14692,10506.3791687036,6834.111004260139,27662.95227048751,14680.734809204505,20804.4043270129
75,54672.1237,10087.1986056766,6992.559009756742,25487.92201463,14493.08783823752,20695.80318418325
76,56223.56851,9945.15850325645,7445.878748199974,23689.12725312752,14342.096088297818,21208.51404734958
77,61938.69842,10248.0504457836,8312.665100817609,24501.21607941533,14489.442598737145,22620.645671132967
78,67680.41154,11215.5956128783,9093.37706383936,28970.61813217126,15748.285175862828,24461.984616778765
79,71433.12662,12212.3329438358,9365.967357623209,34745.10015545231,16870.292511416275,25319.41512291954
80,72856.97204,12661.4179611981,9409.596295482776,39386.04978776644,17993.877989957517,25841.75016008635
81,74112.65073,12795.7081831329,9430.19633299066,43535.60021132432,18441.9745474857,25963.490140525544
82,75504.298,12762.5776755334,9310.86543015531,45758.46554742567,18456.55181553324,25836.189685426245
83,76030.17,12761.7173489412,9142.677841261984,47527.08271274064,18255.421927065036,25608.60355764418
84,75287.29115,12492.9639199484,9044.784414446878,48161.01649356465,18488.885191411264,25474.177405008908
85,73943.49845,12529.2578035614,8898.902548627506,47122.8803285354,18218.838396172927,25440.215431307024
86,73515.13578,12493.3295891,8819.35316397758,45717.58411681879,18065.661804941166,25347.75870326835
87,74803.36936,12414.8092443369,9092.605056837074,46098.69845873442,18407.5684788792,25572.214858567815
88,77287.61291,12432.205701955,9570.79963788267,49102.49665000528,19394.784321655923,25616.692068328142
89,77823.32466,13186.9675844364,9497.506658927581,51044.4291342647,19599.99748738413,25473.519168975574
90,77256.76302,13558.9153178233,9086.95371498191,49931.46444350891,19598.1257815692,25389.272365873596
91,72899.62387,13218.505020816,8616.482363188,46683.90664646393,19351.294543457214,24905.807569248216
92,69120.56692,12683.4447204421,8158.8028462330385,42459.47681049946,18758.151657864804,24286.160513807034
93,66520.42989,12250.3163754645,7670.7460168875805,39704.66712824957,18000.897484324363,23359.07951522003
94,62261.67425,12656.3186796706,7238.399171560381,34921.83424400749,17176.224055357572,22882.45227089052
95,57839.09264,12721.3027641196,6948.268708789423,30854.48031137196,16285.743101197575,22003.679399404686
96,53968.53113,11467.2094544586,6574.923676890134,30427.01518850257,14427.951523493957,21212.8584353166
97,53638.75875,10732.994603443,6570.935189087606,28809.51927009353,14079.614837970264,20956.079384875484
98,53431.82144,10126.5871357835,6650.31991711439,26582.48239139335,13864.618478520511,20572.95700004136
99,53373.33144,9702.84344538556,6862.494808170106,24401.69039191363,13743.763589475868,20481.37913814681
100,54726.2904,9560.34149185174,7357.906822028257,22576.84763290813,13803.511490680366,21080.59890682211
101,61238.90188,9867.96923657869,8101.327436010717,23355.03321627756,14195.181198987017,22558.90580914454
102,67867.96629,10843.3344208168,8656.488455067376,27269.48007566758,15461.91702839469,24360.60036434257
103,71989.86307,11846.3054540613,8772.013170863633,32480.15557587074,16502.08848367008,25185.284219986024
104,73471.85776,12300.6021680803,8731.82542823859,37110.35970505544,17506.864618911677,25699.23508917659
105,74799.64351,12435.7789065294,8682.47829905964,40980.36555363989,17918.071502549228,25821.192881695242
106,76183.97522,12408.9936583561,8524.35039280625,43165.65747304358,17870.191227167677,25714.223133157786
107,76712.6236,12417.2827288754,8333.042778465388,44868.14594368353,17678.023082343716,25502.759554098382
108,75911.2659,12149.928896567,8209.682924473711,45632.25116276547,17879.495170735998,25376.791622475343
109,74488.69643,12186.6193588942,8065.959284830722,45029.56237791439,17592.999857125982,25331.44697882528
110,74138.85476,12148.6008484327,8009.149662171296,44118.17060980554,17424.079826631118,25220.025834172455
111,75672.05904,12069.5112501267,8280.66278309212,45156.85743384893,17683.882092641245,25383.80799285446
112,77931.3473,12090.2530122867,8768.277821319007,48440.99926060443,18359.038567263233,25348.221199188694
113,78474.21165,12847.6232152549,8743.200460083142,50527.53011368374,18541.647057751863,25113.92227929127
114,77749.76612,13217.6954575003,8379.817189418793,49988.75780389619,18567.375238586854,24959.087703854348
115,72517.30341,12865.5555295814,7918.60773354511,47511.29324598621,18356.610899838965,24443.042770048247
116,68548.79496,12324.3177002934,7434.681822058808,43981.89900720469,17765.80664256779,23811.20816000545
117,65794.19276,11884.2046256304,6994.3438905816765,41410.12717661048,17019.203639587344,22884.341591729943
118,61128.12944,12292.535173065,6638.979126212926,36299.30979916293,16198.94262025685,22415.576316643725
119,56302.69277,12362.119570598,6427.280303576773,31821.20030405456,15344.469708805465,21544.773064836965
120,57737.76059,11715.7718708809,5496.66361219894,29032.46838223051,14362.566645291585,20253.85946604534
121,56090.5925,10880.3706340978,5434.112730886069,27390.91590163246,14050.122212998274,19980.812818435305
122,55814.68214,10221.8914369584,5430.46518649127,25123.28499453554,13806.172256681284,19509.541647600498
123,55651.6189,9765.94842850545,5453.539094988209,22915.36035716267,13645.97954557311,19170.78396749492
124,55936.94638,9469.03403080249,5559.073312453165,21006.79886865419,13583.914081278685,18968.597983516636
125,56690.36208,9389.47268632859,5934.345069517405,21739.47810997564,14101.231049291799,19281.834422988846
126,61374.76921,9547.87078428338,6423.969409915431,26086.99675585917,15403.95479486628,20470.529755809086
127,65843.13956,9917.11428096125,6699.086185074945,32107.34776494126,16405.33969773624,21397.420367161438
128,68788.2446,10587.9023104644,6796.792413941017,36933.86988179981,17082.74100175511,22216.147923576646
129,70852.02919,11130.8251486852,6865.107701202509,40755.22720276961,17307.059768352465,22669.82012462539
130,71425.94569,11398.4621856452,6817.517430474694,42770.32903793501,17511.237210380277,22797.81997937007
131,71117.83678,11500.9275643252,6698.412986853238,44368.50692254592,17594.550562874196,22742.8889418866
132,69489.20316,11425.9720530401,6655.738185841345,45055.88292275476,17857.988625631104,22731.85465012176
133,67945.30783,11241.7903379381,6628.780192493811,44344.02904282424,17920.390880999217,22821.601778372842
134,67710.93448,11066.8574394766,6655.818575067007,43334.97938095596,18023.563934948535,22872.05050404626
135,69060.16277,10944.5016338556,6942.917310665329,44217.35206662944,18471.80245335551,23205.70755490369
136,71076.25726,10987.2752933264,7430.312938362715,47580.57570818879,19470.545476651205,23225.629908290386
137,71027.39809,11738.5675785271,7401.902768032503,49629.14556812888,19432.266188510515,22932.485209150316
138,70674.25298,12249.0137030643,7065.059204094205,48843.61276194845,19165.682969746013,22730.72123390284
139,66601.04248,12023.7845137837,6687.274071335118,46190.09319457912,18656.8099734728,22282.392051170784
140,64071.34478,11601.4786871258,6345.051940270259,42658.14272494478,17998.24223256992,21880.55939318304
141,62412.52776,11293.6769694353,6017.016739959483,40126.31147409329,17132.13891059021,21327.54634893967
142,58716.41233,11669.4003592124,5722.72911707964,34964.34065498287,16143.178365711752,21219.375660699272
143,57090.15578,11893.834239367,5509.2482443160625,30364.19168329707,15180.577492801434,20573.524260306156
144,53199.54743,10897.4168938417,5530.984340475017,30687.78303443427,14438.001706365998,19928.910807474334
145,51368.94057,10162.567531756,5478.630674292882,29086.54508916796,14143.435409177628,19681.331250010342
146,51006.00477,9569.86921090373,5487.330836682519,26828.98326041663,13918.890005808598,19222.7657540234
147,50847.69049,9112.33468755851,5541.498245208353,24619.5223514726,13790.955841620942,18887.90559584413
148,50971.36817,8857.63657346923,5687.695216595253,22727.38201582267,13874.80942606746,18646.675508465683
149,51378.80019,8702.39834745345,5970.158430199906,23327.74778525646,14588.706059037704,18687.132389591003
150,54559.00151,8758.6938875279,6304.064216164131,27166.23237864174,15943.823115765488,19414.69469681976
151,58978.12759,8946.72552444508,6557.523570749938,32479.43510806318,16901.948031869266,20173.98857163728
152,61930.34833,9409.63338137048,6690.753997184083,37166.41981565717,17493.151574451913,21053.05515343834
153,64308.6307,9974.32749260324,6768.858829025888,41099.6294651252,17711.452846289892,21626.114675378227
154,66327.91618,10273.0763330845,6752.721495407008,43281.56051839361,17883.833293010553,21900.840737639934
155,65774.3587,10467.0227087321,6683.948938413374,44978.53730130877,17981.89472250914,21967.191953077992
156,64557.07929,10557.9555071838,6662.627713572245,45744.23436183857,18229.345893318517,22082.869386462975
157,63140.47935,10317.7778875518,6662.207986257128,45111.2977432803,18282.904395173373,22264.73671548236
158,62889.74208,10102.0842170904,6730.858651203926,44162.99864351168,18356.93356073112,22410.80383172354
159,63825.64738,9977.1234724334,7076.764856326945,45136.66517306664,18714.262495044874,22804.858728924115
160,67250.93969,10035.0030152307,7476.943685831471,48473.56575622345,19455.22497207683,22847.69626451923
161,67345.01782,10924.4725031289,7361.41346095009,50655.18247571398,19301.697085289372,22571.71499997386
162,66970.78274,11569.5024369652,7025.200358608383,50115.44176330726,18945.528865578744,22404.639917430984
163,65448.24701,11611.8969371752,6671.517267145802,47580.76041349242,18448.82070578376,22023.128065834775
164,63328.4907,11319.1736005891,6336.885892472557,43969.23414712062,17858.789545047897,21642.496106559418
165,62303.78513,11018.9373094525,6016.126652176272,41383.14475878531,17058.480133052595,21111.73246485377
166,58895.76186,11318.6301477116,5747.410323055694,36331.04886064083,16123.28608378677,21113.051189012633
167,56532.16069,11426.9550745192,5557.875885569118,31875.09241590745,15208.88001836054,20558.490630927787
168,59386.40538,11318.6126132586,5550.185662799343,28736.6164270167,15058.8475790057,19818.373267717107
169,59044.33156,10495.8082591197,5516.633075735722,27234.15264058196,14738.784960310983,19555.249104241535
170,58824.35164,9819.16663382641,5548.568086411004,25041.37472983348,14570.229181433262,19183.707154352778
171,59210.96494,9352.23212281579,5709.156140477971,23173.44166914028,14588.74184466671,19109.405289262777
172,63978.17136,9208.38445730192,6155.457569682751,22355.74339748362,15052.573299416947,19719.950668389705
173,71189.42843,9589.94338960046,7015.028062723458,26560.4830267885,16024.972592331236,21232.787512829615
174,77152.08388,10767.8059104911,7781.481743325445,35674.73491815248,17595.326159694192,23073.960254494075
175,80518.52947,11944.7939090408,8017.048128441833,44079.25512684431,18660.750793460862,23917.679455498408
176,81797.45998,12467.5609388356,8036.2793649620635,48040.97444758262,19559.356431157183,24455.85096495689
177,82645.24883,12622.67386655,8052.082005920494,49938.24730228945,19889.36473739647,24605.874170741456
178,83192.75408,12600.0695637664,7939.751651634595,50479.63433189008,19735.552136892107,24507.706056447663
179,83985.77802,12628.9092499818,7782.206641788142,51219.86463181242,19549.005566280845,24298.72821760704
180,83370.2287,12323.2509378378,7698.411424120049,50944.69638520219,19749.301261305165,24189.638574398035
181,81849.50917,12357.6551610017,7563.799302580161,49612.90594803429,19457.00316675725,24173.949220275816
182,81080.14725,12293.5079505403,7481.306087823674,48357.50151495133,19298.241353100922,24105.65533053555
183,82205.98932,12199.5511484385,7741.903967483691,49491.72729147024,19532.654179059602,24342.933902144967
184,85005.65343,12219.1564402523,8248.745502132506,52915.11518423004,19966.33969783397,24376.973395900466
185,85538.2884,13093.8312960972,8239.202457588508,54631.37823507159,20126.04282238162,24214.168377052367
186,84475.95429,13498.2625579741,7834.563694792425,53456.11205729884,20124.13977464147,24112.031347956257
187,78862.38404,13055.2727779306,7333.49120487982,50420.41715962629,19790.28357135519,23609.05756343009
188,74080.44265,12400.5840802343,6867.282379274683,46289.97323435541,18973.83167002368,22941.797095319544
189,70395.94178,11851.0831632649,6388.660814829118,42396.78211355201,18036.72945772126,21944.61121612373
190,65591.16029,12303.1923608016,5964.675792512573,35499.42065677954,17021.198431177076,21416.133155188112
191,60945.21025,12365.2780776422,5681.31269476714,29883.12038219118,16059.723802385372,20503.94899869886
192,60397.95253,11671.4413461096,5848.530249928266,32024.29468500826,15061.144346881014,20162.1537660439
193,60059.19654,10933.7966333364,5816.923598735141,30401.80928598213,14725.845852678167,19901.333245335984
194,59845.046,10325.3456929386,5837.945080950049,28251.3784292228,14549.923257037317,19508.072520393802
195,59890.65183,9900.9663437638,5989.589395248069,26247.1315871136,14562.214567554947,19387.111796251862
196,64419.43154,9758.89662885441,6428.816286852647,24888.10371828838,15018.105806344287,19892.399144288836
197,72026.27432,10069.5005717724,7224.973889125153,27673.87068317542,15990.599785398088,21241.993840571427
198,78514.67,11053.6819280362,7924.914628883899,35524.65462849491,17587.068655924024,22988.873469212733
199,82059.31608,12064.8789733321,8180.699870009109,44224.99636790032,18695.142866023416,23830.410107107025
200,83306.82519,12520.9702411344,8239.460383367705,48631.57638168769,19625.520623582754,24379.68198143039
201,84037.08829,12657.2376263861,8266.259411210598,50630.63356803164,19971.97268024457,24537.74150353437
202,84589.04195,12628.6324261099,8162.810818602931,51090.74069632511,19824.95087443989,24458.855104361166
203,85344.55805,12635.9419479148,8018.233013576953,51726.26607436396,19629.94849295208,24267.441031329137
204,84932.62405,12366.5419939499,7927.357012381741,51618.18508974064,19815.789270333094,24155.3325029941
205,83441.028,12403.1187092706,7792.145453098332,50532.67664376253,19511.718151934158,24123.92359293067
206,82733.96185,12364.0550508092,7728.585474886439,49479.70460809021,19349.358110760433,24026.395140923792
207,83926.24888,12283.7838080954,8000.784434482785,50602.85539349786,19596.609997238185,24205.461248349617
208,86356.36138,12303.8658376181,8404.314052386486,54320.84881112187,20047.05064695992,24169.00609290356
209,86919.5771,13067.2125108287,8301.884336901094,56380.50672644408,20223.146409794666,23919.952478465373
210,85054.67494,13439.4673711385,7914.79631398748,55528.9919420181,20248.335967496965,23752.265347602784
211,79639.32246,13085.0123021249,7484.769634623803,53003.00827647164,19916.735414543018,23240.650315857987
212,75081.80038,12539.8668736524,7060.073594262089,49556.23973486933,19080.008621200792,22635.301493609026
213,71439.1593,12095.7779516009,6604.65479759951,46347.94635741372,18107.574732907735,21749.06249055652
214,66596.39878,12505.0853988317,6206.557352145968,39863.56158213787,17056.356129807577,21319.166104976648
215,61869.1436,12573.3503310901,5940.111932269207,34169.08817231576,16065.384395819063,20469.158188264977
216,59843.25773,11506.7624590896,5886.658316859185,30061.0857746924,14948.00276854902,19648.168621827223
217,59502.10687,10764.7024704438,5851.5597072121855,28326.39620659951,14617.703218247432,19395.464361990635
218,59280.17745,10153.3448084131,5871.720522680617,26098.51076884995,14444.507870053934,19022.796123231565
219,59571.48801,9727.22222112599,6014.432714597528,24101.88958282708,14460.151521266029,18933.58192342629
220,64322.81632,9583.37048532026,6440.524168357493,22795.69218786496,14928.50064399581,19490.322756775236
221,72068.34198,9896.33620372633,7222.886054216768,25872.67906014441,15905.543327229952,20904.668970384588
222,78383.27364,10886.0127923098,7923.718441801408,33993.78479486227,17477.396665695785,22665.112051121967
223,81641.1815,11899.839118245,8198.176587357219,42629.84291159987,18530.164843696584,23482.668764689337
224,82635.58639,12358.5248582395,8277.230704377671,46880.44243986501,19413.359778514474,24011.275035824663
225,83630.18427,12494.7146779232,8322.213250664343,48995.34400751499,19752.30754223766,24153.462292894546
226,84257.50094,12470.2572483685,8245.106506549584,49570.09712445462,19608.845045756712,24054.765778139415
227,85030.81399,12481.018437951,8129.006745642937,50406.14611830171,19424.07377172862,23846.36021724638
228,84506.41247,12212.2797784829,8058.345547500956,50499.56892503703,19627.141030279057,23735.204610365658
229,83090.89864,12249.0504077236,7933.640244887668,49555.40992287968,19344.700067261834,23717.03923546364
230,82436.9244,12209.9867492622,7872.090261226109,48685.11378327449,19190.68076697456,23642.263307312423
231,83661.69019,12128.9030552525,8148.143494556358,50085.78926052948,19442.359211263316,23869.327898900818
232,86058.12105,12150.1097855118,8519.827295280631,54085.70704536475,19933.88668096481,23903.49053554162
233,86593.60415,12915.3120708498,8389.142838519934,55618.36235481365,20077.562862947576,23748.504825312535
234,85387.13856,13286.6729399586,8003.681415317187,53681.81458051871,20010.087127703093,23656.774267557794
235,79551.67457,12926.9473866556,7585.666637027591,50278.10656918112,19622.392938676967,23168.810440812118
236,74691.88223,12377.1559727749,7177.33503635631,46687.44749551635,18781.620684468722,22531.273167060233
237,71120.03847,11929.5825616672,6723.574108065249,43687.03502765246,17854.22165733477,21582.476659204156
238,66271.43476,12341.0966532501,6326.899563504363,37424.97332677463,16875.67758274456,21108.860512887353
239,61532.92906,12411.6109869815,6062.026666489921,32115.43352223161,15936.715838359618,20238.85098970416
240,58463.01866,11196.8558885753,5579.236756824133,31063.68216005739,14458.473587708839,19412.82820877236
241,58118.73202,10450.5424673631,5554.468213472332,29418.2305604506,14122.50962897612,19164.167024658418
242,57888.33094,9832.9029808722,5575.063236351985,27253.68122181198,13952.422380144559,18803.940389246898
243,58400.72057,9403.51020491249,5729.404829965801,25347.22541261369,13987.716901881482,18707.30286903118
244,63433.3273,9259.45817484124,6159.606076934273,24230.56774282214,14517.267685169676,19187.136444629283
245,71234.91281,9574.97303639776,6896.457754135452,27760.750200945,15548.103388418815,20558.339451270593
246,77468.14535,10569.6095211228,7519.394650168506,36412.01900102796,17095.208703593187,22377.964496946253
247,80680.41035,11587.0847513411,7743.2082121166295,45207.21467392312,18105.865838370646,23216.1833336316
248,81709.56163,12048.7129320436,7797.741872400233,49250.5607582366,18941.84996939128,23725.980858405623
249,82695.44153,12185.8168005414,7807.7209921924505,51035.92943543447,19277.14443519769,23843.999847037514
250,83259.42354,12166.6033384205,7702.603507414829,51386.84957757001,19125.88706624032,23704.08694333156
251,84049.84892,12184.243589773,7559.985027490435,52074.88250598604,18939.633241890144,23466.107152795277
252,83566.69244,11917.3439643935,7461.443797137137,51981.42520484957,19128.501817711935,23337.822609916817
253,82137.09945,11953.3971935988,7332.558123323959,50894.61857292066,18849.5515217411,23327.39781819421
254,81423.053,11913.2883871374,7286.928056938607,49907.56130493517,18704.94268032643,23267.672299290185
255,82570.99391,11833.6431386853,7561.732070315231,51195.89437636602,18974.232619852657,23545.28877093831
256,85084.83824,11855.7056591393,7947.517503585773,54975.76217200855,19472.534027435453,23665.672382198223
257,85601.49163,12622.9253999108,7849.572602560804,56458.59836195236,19644.919488744177,23616.261163747527
258,84434.69753,12992.0539373736,7481.552454822008,54671.53020794567,19564.229448295613,23610.739869881087
259,78558.63359,12623.817873451,7068.538930205847,51415.63115947057,19128.119487295826,23155.437665123376
260,73592.97043,12069.0592724552,6650.686189017893,47822.64414942274,18222.77030728955,22527.639773803996
261,69896.99106,11617.7604710113,6219.048781705598,44697.10514267464,17278.941339239915,21571.123052382394
262,65021.68642,12030.5163593729,5848.841757175832,38302.32234825427,16322.888353877293,21084.208727127625
263,60304.42773,12104.8325694938,5602.406475611425,32930.73159971287,15410.619117126978,20207.47255993898
264,57910.19017,11784.5608039903,5649.495012090658,33181.58575673545,15107.05437403413,19943.005398541813
265,57571.61185,11045.1505292685,5641.145086359975,31761.79817755161,14794.47103052864,19674.620749184483
266,57353.80764,10435.0816333092,5698.587797769255,29553.83104771972,14631.46581245707,19292.937530002746
267,57422.44106,10009.8342637989,5840.479241150459,27576.52708818164,14656.407229021032,19184.674539529755
268,62272.75241,9867.95151697972,6185.916845697451,26373.94777265989,15148.777064812419,19677.838869677398
269,71029.81731,10179.531724917,6747.227111872749,29478.8159348014,16167.102159060712,21092.400212320106
270,78333.51762,11169.1356296969,7219.398362174233,37928.62922195474,17761.597301766742,22974.963753455177
271,81904.14107,12184.9068840249,7360.423834286077,46845.44052810296,18831.650243164488,23874.151509082658
272,82915.25226,12642.9605222918,7360.311005953055,51043.75778348799,19723.035537667332,24435.25285800132
273,83627.40788,12779.2475883951,7359.168025085557,52881.2979775171,20050.138078349,24595.135029119363
274,84167.66763,12750.9003020548,7263.43808385687,53142.25366904353,19886.19458422281,24481.10420584245
275,84897.33468,12757.3340259633,7127.3101719276,53636.17657979139,19702.587521805857,24254.51303965129
276,85015.02828,12486.4559452631,7056.373558140918,53282.10696064086,19899.70554858671,24127.839907068977
277,83655.83737,12522.9834584548,6961.336399822757,51887.78592117692,19600.81177015152,24110.15922328274
278,83025.20029,12483.9197999934,6920.690005878358,50555.62187739555,19431.378782169046,24047.157043613362
279,84101.84145,12403.5895147248,7157.7358439227155,51424.99344818253,19635.408454440567,24323.27162710386
280,85962.76162,12422.3410238993,7559.518012527848,55060.18582294641,19985.230148433744,24401.379287700882
281,86529.31269,13189.1478751613,7521.604127588452,57449.08767206095,20115.284735658286,24274.128220538645
282,83930.05816,13562.9399047612,7207.703025356095,56856.03219273878,20112.46501812086,24192.57699766247
283,78675.97646,13207.2014546633,6828.635330285168,54223.69966614935,19804.00882001495,23696.235874760692
284,74190.63557,12657.9935193005,6446.169673289403,50185.85947000131,19019.39606904308,23053.89061188151
285,70434.15768,12211.9028650812,6086.443176357451,46433.29712887941,18094.122645724496,22088.085151382933
286,65446.51536,12623.2710870346,5792.24280498706,39796.29514117929,17072.337898261103,21572.946082777242
287,60620.35002,12690.9652745965,5606.822875242412,34083.58679883175,16107.905294183402,20663.282245525967
288,58488.32105,11734.7899037119,5348.566356074564,30368.41535757269,14428.845046542263,20244.83332088818
289,56979.33372,10891.301375508,5284.166040167775,28806.67118523835,14191.680718759168,19968.85284171349
290,56702.82616,10227.5197603019,5280.308431553922,26417.87967176303,13995.203417153309,19493.771182712153
