,BE1,BE2,DE1,DE2,DE3,DE4,DK1,NL1,NL2,NL3,NL4,NO1,UK1,UK2,UK3,UK4
0,1584.2612760756392,3435.9864440581905,5238.98736270196,595.2119624104834,1589.2339976628614,12763.204805750971,4456.070741491085,4575.918654338403,2194.2972611579635,1684.9530617519447,1545.9859867666164,14224.234134334889,1313.461387233525,6189.651383347678,2646.6723127802256,12787.683410278778
1,1351.4055702192645,2930.9630234731726,4799.665559792799,545.299722823707,1455.9668036878602,11692.93038858392,4416.998144555935,4445.703685495022,2131.855078269965,1637.0050698813784,1501.9925217804637,13990.772971573278,1216.3942085353663,5732.224920151699,2451.078428683478,11842.6504136595
2,1161.5671096231736,2519.23650650319,4523.92289130335,513.972039920639,1372.3209398918261,11021.166952643878,4442.477231497751,4349.446446427539,2085.6966974053594,1601.5610548246914,1469.471763881482,13568.83901041059,1087.5108212795265,5124.865431724797,2191.3737308957266,10587.859089688121
3,1027.5165421491672,2228.504201412749,4129.2840782594685,469.1363252885562,1252.6082215616188,10059.7490971559,4525.271575096076,4266.862045818034,2046.0948736491616,1571.151677130006,1441.570409921274,13253.76989251744,958.7756508448949,4518.204411072695,1931.967695376081,9334.510784753398
4,984.3185788214435,2134.815351823084,4133.44073032927,469.6085709467798,1253.8691317964506,10069.875520069387,4702.060043153804,4130.598344798346,1980.7521329823742,1520.9764101328328,1395.5333650796517,12962.723481141355,850.5640230722041,4008.260032008543,1713.9173423694417,8280.976930832747
5,1083.704219403494,2350.3654753607,4455.716156511303,506.22293467289353,1351.630593781659,10855.001916346966,5047.961809281329,3982.6391431376114,1909.801031030539,1466.4946046889654,1345.5449650096893,12987.810492179266,867.8265821098925,4089.60937616612,1748.7020246576776,8449.042883871653
6,1402.6847354601991,3042.178590811233,4912.101235114934,558.0737675617956,1490.073890687964,11966.845832974153,5396.669791150676,4241.85020351864,2034.1009067105142,1561.941771219099,1433.120094122627,13755.705597537595,997.6098463668172,4701.209510704698,2010.2200072262592,9712.595289295377
7,1731.464955919545,3755.2455562369787,6131.775040129443,696.643378199096,1860.0589551276303,14938.211383583393,5571.071647455397,4574.198472214629,2193.4723795969,1684.3196531721228,1545.4048187741478,14513.899435471736,1193.2624168844723,5623.216975507941,2404.4670298997107,11617.442401289076
8,1876.368549104866,4069.5161815427973,6720.012308478545,763.4742053451414,2038.4992911758138,16371.27319697227,5613.409495874443,5010.279806372927,2402.587127796901,1844.8943125285034,1692.7360286635621,15392.023598550153,1482.744034009672,6987.391293313103,2987.782983113867,14435.796491384937
9,1920.389326414387,4164.989571176539,7127.96226762004,809.8222262383728,2162.249913104871,17365.119625404062,5627.005190471173,5172.253375228073,2480.258560653746,1904.536513664797,1747.459219041788,15952.800570416664,1774.9648963065572,8364.474230154232,3576.6186146560535,17280.819504053718
10,1904.0442678967408,4129.53998950584,7652.211483319952,869.3832411570975,2321.2796299486045,18642.293942881595,5536.347752751168,5160.5639751534045,2474.6531247826106,1900.232221579713,1743.509924905623,16175.479420726668,1969.5089321146866,9281.257755019084,3968.631899701604,19174.874071209397
11,1898.551142906634,4117.626359294365,7704.197684744994,875.2894987649622,2337.049516950473,18768.942565969443,5392.5810666093785,5071.568664354758,2431.9770674719703,1867.4622069140073,1713.442628308861,16183.692804214661,2105.9852021103247,9924.398498693221,4243.636531478232,20503.588680320066
12,1808.026616180757,3921.2944465082533,7466.666988401236,848.3031553906616,2264.995161407354,18190.27101835867,5327.04601459016,5165.826827818227,2477.1768285589765,1902.170118728023,1745.2879933296579,16278.746141356376,2174.0719357519315,10245.255395720122,4380.8337681449575,21166.471961634255
13,1818.80679132567,3944.6747665488,7164.185195187669,813.937586385121,2173.238049551848,17453.365809485542,5297.120289439132,5046.546311340679,2419.978060314257,1858.2484307286861,1704.9887614379943,16498.770972456372,2151.1913992401905,10137.431484147108,4334.728657575449,20943.710135505717
14,1805.7696032693298,3916.3993790816617,7206.051757846463,818.6941313420591,2185.9381688948197,17555.360999917037,5336.353722404861,4994.688286954911,2395.1105026773075,1839.153174985369,1687.4683933856059,16714.133879641908,2097.9001717254896,9886.298010934453,4227.344902142557,20424.873911900784
15,1779.7693521029,3860.0093682298816,7672.690460174142,871.7098991842423,2327.4918774691337,18692.184762940273,5631.502522482106,5134.554992726841,2462.1809977158405,1890.6551469236458,1734.7227227285468,17254.517851816167,2152.8771408461203,10145.37549602635,4338.125488025343,20960.12228905487
16,1783.0398775049493,3867.1025675121523,8503.901673798335,966.1454882374089,2579.6377653051536,20717.178950147274,6144.306719288759,5514.8833375325985,2644.560429779559,2030.70033947617,1863.2176405484645,17491.697927899084,2309.4263492883133,10883.109421069343,4653.577818485017,22484.264327143253
17,2030.9817009574854,4404.8451464435,8638.646271177531,981.454094782495,2620.5122092255474,21045.443321438328,6154.820778229969,5755.70694238799,2760.042940827994,2119.3768438013767,1944.5805201171545,17433.4103370032,2417.8507956656535,11394.056702071439,4872.057008695434,23539.87015437544
18,2154.6607723705747,4673.083485161053,8462.835222134969,961.4798455107616,2567.180357674924,20617.132987647627,5835.788960176136,5951.1304665550515,2853.7546818439887,2191.3360481179693,2010.6048646627864,17424.174189021804,2407.2961939047887,11344.31842576975,4850.78910350658,23437.111971187587
19,2047.8597171099898,4441.450620286965,7918.201795873109,899.6029391552408,2401.967140433538,19290.29871945941,5448.387358851238,5972.740546443567,2864.1173964582044,2199.2933509075056,2017.905886207144,17071.24583186681,2280.031437799488,10744.586693010004,4594.346006168126,22198.079422397794
20,1872.9939540986038,4062.197273436664,7433.860040082446,844.5758915632002,2255.0432539072567,18110.346832355586,5074.40495444547,5765.564875881786,2764.7701307323873,2123.0067499421184,1947.9110485183612,16637.792723884268,2077.2884050152616,9789.165615897005,4185.811444973826,20224.200523418403
