,DE4,NO1,UK3,DE4,NO1,UK3
,Hydro - Pump Storage Open Loop (Energy),Hydro - Pump Storage Open Loop (Energy),Hydro - Pump Storage Open Loop (Energy),Hydro - Reservoir (Energy),Hydro - Reservoir (Energy),Hydro - Reservoir (Energy)
0,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
1,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
2,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
3,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
4,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
5,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
6,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
7,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
8,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
9,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
10,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
11,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
12,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
13,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
14,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
15,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
16,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
17,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
18,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
19,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
20,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
21,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
22,83.79995874902542,4554.249071830382,0.0,88.79177984114399,0.0,0.0
